date,symbol,ipo_price,open_price,pm,minutes,pem,shares,outstanding,leading_underwriter,exchange,sector,industry
20160519,SUPV,11.00,11.50,11.65,4,11.65,25500015,68930521,morgan stanley,NYSE,N/A,Finance
20151111,WVE,16.00,17.05,17.40,1,17.55,6375000,20933297,jefferies,NASDAQ,N/A,Health Care
20160602,NH,14.00,16.11,19.08,6,19.43,6500000,120732690,jefferies,NASDAQ,N/A,Technology
20160427,RRR,19.50,18.50,19.14,4,19.14,27250000,38971058,goldman sachs,NASDAQ,Services,Consumer Services
20160526,GMS,21.00,22.50,22.99,1,22.99,7000000,39892904,credit suisse,NYSE,N/A,Consumer Services
20150818,BNTC,9.21,9.00,9.00,0,9.00,1500000,1689058,maxim,NASDAQ,N/A,Health Care
20151014,CLACU,10.00,10.00,10.01,1,10.01,30000000,37500000,citigroup,NASDAQ,,
20160526,RETA,11.00,11.06,11.98,9,12.00,5500000,6818401,piper jaffray,NASDAQ,N/A,Health Care
20160317,HCM,13.50,13.50,13.95,10,14.20,7500000,7500000,bofa merrill lynch,NASDAQ,N/A,Health Care
20151008,ABTX,21.00,22.55,22.75,0,22.75,2600000,12423025,robert w baird,NASDAQ,N/A,Finance
20160203,BGNE,24.00,28.97,29.49,8,29.49,6600000,6600000,goldman sachs,NASDAQ,N/A,Health Care
20140523,SDPI,4.00,4.00,4.35,0,4.35,6750000,16279146,roth,AMEX,Basic Materials,Energy
20160427,YIN,13.50,13.80,14.00,0,14.00,7500000,7500000,jefferies,NASDAQ,N/A,Finance
20160602,CLSD,7.00,8.00,8.45,0,8.45,7200000,19592708,rbc,NASDAQ,N/A,Health Care
20151119,SQ,9.00,11.20,12.39,7,12.39,27000000,27000000,goldman sachs,NYSE,N/A,Technology
20150213,FNTCU,10.00,10.00,10.01,9,10.01,10000000,13733333,cantor fitzgerald,NASDAQ,,
20151001,PFGC,19.00,19.00,19.90,7,19.90,14500000,99656275,credit suisse,NYSE,N/A,Consumer Non-Durables
20160420,MGP,21.00,22.75,22.88,0,22.88,50000000,50000000,morgan stanley,NYSE,N/A,Consumer Services
20150806,AIMT,16.00,17.50,21.72,9,22.28,10000000,40679538,credit suisse,NASDAQ,Healthcare,Health Care
20151020,AFCO,8.00,7.00,7.19,10,7.19,6000000,16890847,rbc,AMEX,N/A,N/A
20160602,MBRX,6.00,8.99,9.49,1,9.49,1540026,14273853,network 1,NASDAQ,N/A,Health Care
20110408,MDGN,4.54,4.54,4.56,6,4.56,2460000,9397594,maxim,AMEX,Healthcare,Biotechnology
20160526,USFD,23.00,24.25,24.38,5,24.54,44444444,213629225,goldman sachs,NYSE,N/A,Consumer Non-Durables
20150918,NBRV,10.25,11.39,11.80,1,11.80,9000000,9000000,rbc,NASDAQ,N/A,Health Care
20151210,TEAM,21.00,27.67,28.05,0,28.05,22000000,52872107,goldman sachs,NASDAQ,Technology,Technology
20160422,SCWX,14.00,13.89,14.30,9,14.37,8000000,10671149,goldman sachs,NASDAQ,N/A,Technology
20160526,COTV,19.00,19.00,19.50,0,19.50,12500000,89731531,goldman sachs,NYSE,N/A,Miscellaneous
20160506,NTLA,18.00,22.00,22.44,0,22.50,6000000,35096265,credit suisse,NASDAQ,N/A,Health Care
20151008,CTMX,12.00,16.00,17.02,5,17.02,6666667,34920593,jefferies,NASDAQ,N/A,Health Care
20131213,CQH,20.00,19.60,19.69,0,19.69,36000000,231700000,credit suisse,AMEX,Basic Materials,Public Utilities
20151023,OASM,4.06,4.00,4.25,0,4.25,2339200,2339200,aegis,NASDAQ,N/A,Health Care
20160512,SITE,21.00,25.64,26.39,8,26.39,10000000,39542239,goldman sachs,NYSE,N/A,Consumer Non-Durables
20150814,GRSHU,10.00,10.03,10.05,0,10.05,35000000,43750000,deutsche bank,NASDAQ,N/A,N/A
20150701,UFAB,9.50,12.50,12.53,1,12.53,2350000,9089998,roth,AMEX,Consumer Goods,Capital Goods
20160311,KLREU,10.00,10.00,10.07,1,10.07,8000000,10000000,earlybird,NASDAQ,,
20150911,PACEU,10.00,10.10,10.15,9,10.15,40000000,50000000,citigroup,NASDAQ,N/A,N/A
20160513,ACIA,23.00,29.00,31.84,7,31.84,4500000,35656350,goldman sachs,NASDAQ,N/A,Technology
20150813,ECACU,10.00,10.05,10.05,0,10.05,4000000,5310000,cantor fitzgerald,NASDAQ,N/A,N/A
20151029,MYOK,10.00,11.08,11.11,0,11.34,5437500,26242973,credit suisse,NASDAQ,N/A,Health Care
20160303,SNDX,12.00,12.11,12.70,2,12.74,4400000,17372675,morgan stanley,NASDAQ,N/A,Health Care
20160614,VIVE,5.00,5.00,5.00,0,5.00,2700000,10201919,ladenburg thalmann,NASDAQ,N/A,Health Care
20151016,SBBP,10.00,13.00,14.30,1,14.30,2500000,21205382,bofa merrill lynch,NASDAQ,N/A,Health Care
20160211,AVXS,20.00,18.02,18.50,0,18.50,4750000,22400570,goldman sachs,NASDAQ,N/A,Health Care
20140411,FPI,14.00,13.75,13.76,0,13.76,3800000,4014283,janney montgomery scott,NYSE,Financial,Consumer Services
20151022,DMTX,13.00,12.60,12.75,2,12.75,5500000,24879574,goldman sachs,NASDAQ,N/A,N/A
20151221,CCRC,4.00,4.39,5.22,5,6.99,2400000,18329600,viewtrade,NASDAQ,N/A,Miscellaneous
20151022,MPSX,13.00,12.90,13.65,1,13.65,16500000,77439432,bofa merrill lynch,NYSE,N/A,N/A
20160518,PLSE,4.00,4.13,4.40,1,4.40,5000000,12565451,feltl,NASDAQ,N/A,Health Care
20151218,YRD,10.00,10.00,10.39,1,10.39,7500000,7500000,credit suisse,NYSE,N/A,Finance
20160526,LCAHU,10.00,10.00,10.01,0,10.01,25000000,31250000,jefferies,NASDAQ,N/A,Finance
20160513,ONSIU,6.00,5.12,5.25,0,5.25,5833334,22802778,jefferies,NASDAQ,,
20160923,ACIU,11.00,14.11,15.64,3,16.00,6000000,55396042,credit suisse,NASDAQ,,Health Care
20160812,AIRG,8.00,8.00,8.37,1,8.37,1500000,7237615,northland,NASDAQ,,Technology
20161006,AMMA,4.50,4.99,5.47,1,5.47,3333333,10000000,network 1,NASDAQ,,Consumer Services
20160729,APOP,6.50,5.40,5.40,0,5.40,1292308,N/A,rodman and renshaw,NASDAQ,,
20160923,APTI,16.00,23.40,24.60,1,24.60,6000000,6000000,goldman sachs,NASDAQ,,Technology
20160805,ATMR,7.50,8.13,8.70,4,8.70,3200000,11323226,national,NASDAQ,,
20161011,AZRX,5.50,5.06,5.12,0,5.12,960000,9631088,network 1,NASDAQ,,Health Care
20160720,BOLD,15.00,19.00,19.00,0,19.00,5000000,21020378,piper jaffray,NASDAQ,,Health Care
20160715,CPAAU,10.00,10.05,10.08,1,10.12,37500000,46875000,goldman sachs,NASDAQ,,
20160922,CSTR,15.00,16.56,16.95,0,16.95,2585000,10795871,sandler o'neill,NASDAQ,,Finance
20160916,EVBG,12.00,12.30,12.50,0,12.72,7500000,26923604,credit suisse,NASDAQ,,Technology
20160804,FHB,23.00,24.20,24.38,5,24.50,21086957,139459620,goldman sachs,NASDAQ,,Finance
20160929,FLGT,9.00,9.21,10.90,4,10.90,4200000,17046256,credit suisse,NASDAQ,,Health Care
20160805,GEMP,10.00,9.25,9.30,0,9.30,3000000,8431615,jefferies,NASDAQ,,Health Care
20160923,GSUM,13.00,15.25,16.35,10,16.47,6700000,6700000,citigroup,NASDAQ,,Technology
20160728,KNSL,16.00,18.00,18.68,9,18.68,6600000,20968707,william blair,NASDAQ,,Finance
20160729,LTEA,5.50,6.25,6.25,0,6.25,1818182,7764980,network 1,NASDAQ,,
20160914,MACQU,10.00,10.00,10.01,3,10.01,5000000,6652500,maxim,NASDAQ,,
20160811,MEDP,23.00,28.15,28.50,0,28.50,7000000,39642113,credit suisse,NASDAQ,,Health Care
20160707,MIIIU,10.00,10.00,10.00,0,10.00,15000000,19210000,cantor fitzgerald,NASDAQ,,Finance
20161007,MRAM,8.00,9.10,9.99,0,9.99,5000000,12492015,stifel nicolaus,NASDAQ,,Technology
20160921,NOVN,11.00,14.40,16.05,3,16.44,4100000,15323659,piper jaffray,NASDAQ,,Health Care
20160930,NTNX,16.00,26.50,29.67,7,29.91,14870000,14870000,goldman sachs,NASDAQ,,Technology
20161006,OBLN,15.00,15.21,15.88,0,15.88,5000000,15953471,canaccord genuity,NASDAQ,,Health Care
20160721,PI,14.00,18.00,18.44,1,18.44,4800000,17810000,piper jaffray,NASDAQ,,Capital Goods
20160811,PTGX,12.00,12.00,12.00,0,12.00,7500000,16323551,barclays,NASDAQ,,Health Care
20160916,SCACU,10.00,10.06,10.07,1,10.07,23500000,29375000,goldman sachs,NASDAQ,,Finance
20160622,SELB,14.00,15.00,16.32,0,16.32,5000000,17899586,stifel nicolaus,NASDAQ,,Health Care
20160819,STLRU,10.00,10.00,10.00,0,10.00,6500000,8487097,maxim,NASDAQ,,Finance
20160630,SYRS,12.50,15.00,16.65,7,16.65,4000000,22760161,piper jaffray,NASDAQ,,Health Care
20160728,TCMD,10.00,10.35,10.96,0,10.96,4000000,16649017,piper jaffray,NASDAQ,,Health Care
20160729,TLND,18.00,27.66,28.00,1,28.00,5250000,5250000,goldman sachs,NASDAQ,,Technology
20160722,TPIC,11.00,11.41,12.41,8,12.41,6250000,32799363,morgan stanley,NASDAQ,,Energy
20160929,TRHC,12.00,14.70,16.17,0,16.17,4300000,15584558,ubs,NASDAQ,,Miscellaneous
20160921,TTD,18.00,28.75,29.48,0,29.48,4666667,4666767,jefferies,NASDAQ,,Technology
20161014,TUSK,15.00,13.66,14.29,1,14.29,7750000,37500000,credit suisse,NASDAQ,,Energy
20160928,TYHT,4.50,17.75,33.26,-20,33.26,1713190,21098660,network 1,NASDAQ,,Consumer Non-Durables
20161012,XOG,19.00,22.75,22.75,0,22.75,33333333,141793564,credit suisse,NASDAQ,,Energy
20161006,ADSW,18.00,20.50,20.50,0,20.50,19250000,83743537,credit suisse,NYSE,,Public Utilities
20160715,APFH,21.00,23.50,23.73,0,23.73,18600000,78586202,credit suisse,NYSE,,
20161012,AZRE,18.00,16.12,16.39,0,16.39,3409091,25915959,credit suisse,NYSE,,Public Utilities
20161007,CWH,22.00,23.75,24.35,4,24.35,11363636,18427352,goldman sachs,NYSE,,Consumer Durables
20160922,ELF,17.00,24.00,25.73,2,26.40,8333333,44379833,morgan stanley,NYSE,,Consumer Non-Durables
20160916,FBK,19.00,21.15,21.27,0,21.27,5882352,23102352,jp morgan,NYSE,,Finance
20160629,GMRE,10.00,10.00,10.04,3,10.04,13043479,15649154,oppenheimer,NYSE,,Consumer Services
20160804,HOME,15.00,16.25,16.48,1,16.48,8667000,59503727,goldman sachs,NYSE,,Consumer Services
20160727,KDMN,12.00,11.55,11.73,1,11.73,6250000,44870332,jefferies,NYSE,,Health Care
20160714,LN,32.84,42.00,44.49,1,44.49,35000000,209992000,morgan stanley,NYSE,,Technology
20160929,MRT,12.00,11.50,11.70,0,11.76,19925333,30250010,keybanc,NYSE,,Consumer Services
20160915,NBLX,22.50,26.50,27.15,4,27.15,12500000,15902584,barclays,NYSE,,Energy
20160916,NTB,23.50,25.10,25.24,2,25.24,10638298,53250700,goldman sachs,NYSE,,Finance
20160721,PTHN,21.00,25.00,25.00,0,25.00,29761905,140609756,jefferies,NYSE,,
20160623,TWLO,15.00,23.99,25.50,3,25.76,10000000,10000000,goldman sachs,NYSE,,Technology
20160923,VVV,22.00,24.10,24.51,9,24.51,30000000,200000000,morgan stanley,NYSE,,Basic Industries
20161006,WAAS,18.00,21.00,22.00,10,22.39,6500000,25413016,rbc,NYSE,,Public Utilities
20161027,ZTO,19.50,18.40,18.40,0,18.40,72100000,72100000,morgan stanley,NYSE,,Transportation
20161028,BL,17.00,24.52,25.50,3,25.50,8600000,49331079,goldman sachs,NASDAQ,,Technology
20161019,CRSP,14.00,15.00,16.32,3,16.32,4000000,39360634,piper jaffray,NASDAQ,,Health Care
20161020,FRTA,18.00,16.61,16.84,1,16.84,18420000,63789474,credit suisse,NASDAQ,,Capital Goods
20161102,GDS,10.00,10.00,10.18,5,10.39,19250000,19250000,credit suisse,NASDAQ,,Technology
20161027,GTYHU,10.00,10.04,10.12,0,10.12,48000000,60000000,citigroup,NASDAQ,,Finance
20161020,IRTC,17.00,26.75,28.00,0,28.00,6294118,21123112,morgan stanley,NASDAQ,,Health Care
20161028,QTNA,16.00,16.80,17.30,1,17.30,6700000,32781088,morgan stanley,NASDAQ,,Technology
20161026,RARX,13.00,14.16,14.41,0,14.86,7049230,21488780,credit suisse,NASDAQ,,Health Care
20161104,SND,11.00,10.30,10.64,3,10.75,11700000,34238712,credit suisse,NASDAQ,,Basic Industries
20161028,GOLF,17.00,17.00,17.35,5,17.50,19333333,74093598,morgan stanley,NYSE,,Consumer Non-Durables
20161027,MYOV,15.00,15.00,15.50,0,15.50,14500000,60227953,barclays,NYSE,,Health Care
20161118,MTFB,6.98,5.52,5.68,10,5.71,2438491,9032187,suntrust robinson humphrey,NASDAQ,,Health Care
20161201,IIPR,20.00,20.25,20.52,1,20.52,3350000,3350000,ladenburg thalmann,NYSE,,Finance
20161209,ATH,40.00,43.56,44.62,5,44.62,27000000,74816116,goldman sachs,NYSE,,Finance
20161118,HUNTU,10.00,9.84,9.87,1,9.87,15000000,18750000,morgan stanley,NASDAQ,,Transportation
20161214,WRD,15.00,15.70,16.48,1,16.48,27500000,91000000,bofa merrill lynch,NYSE,,Energy
20161209,ICHR,9.00,10.25,10.90,9,10.97,5877778,23727787,deutsche bank,NASDAQ,,Technology
20161207,POLA,7.00,7.55,7.60,0,7.60,2400000,9783158,roth,NASDAQ,,Miscellaneous
20161208,SNES,8.00,8.25,8.53,10,8.53,1875000,10128586,roth,NASDAQ,,Basic Industries
20161215,TIG,15.50,14.00,14.05,0,14.05,2300000,12415229,bofa merrill lynch,NASDAQ,,Health Care
20161216,TRVG,11.00,11.20,12.43,9,12.43,26110118,26110118,goldman sachs,NASDAQ,,Technology
20161227,HEBT,4.00,7.00,7.02,10,7.02,5000000,17000000,spartan,NASDAQ,,Capital Goods
20170113,GSHTU,10.00,10.16,10.28,8,10.28,37500000,46875000,deutsche bank,NASDAQ,,Finance
20170127,JAG,15.00,14.10,14.20,0,14.20,31599334,211075000,credit suisse,NYSE,,Energy
20170120,FNTEU,10.00,10.10,10.12,0,10.12,15300000,20960000,cantor fitzgerald,NASDAQ,,Finance
20170120,FRAC,19.00,22.00,22.19,0,22.19,26760000,103128019,morgan stanley,NYSE,,Energy
20170126,ANAB,15.00,16.00,16.88,5,16.88,5000000,19159333,credit suisse,NASDAQ,,Health Care
20170127,JNCE,16.00,18.00,18.50,0,18.50,6365000,31167026,jp morgan,NASDAQ,,Health Care
20170201,LAUR,14.00,12.50,12.88,4,13.07,35000000,35000000,credit suisse,NASDAQ,,Consumer Services
20170126,OBSV,15.00,13.29,13.50,0,13.50,6450000,29631262,credit suisse,NASDAQ,,Health Care
20170127,JELD,23.00,25.25,26.00,0,26.00,25000000,104881637,barclays,NYSE,,Basic Industries
20170127,REVG,22.00,25.75,25.81,0,25.81,12500000,63697200,goldman sachs,NYSE,,Capital Goods
20170203,METC,13.50,14.55,14.78,0,14.78,6000000,39062576,credit suisse,NASDAQ,,Energy
20170201,INVH,20.00,20.10,20.42,6,20.42,77000000,302116760,jp morgan,NYSE,,Finance
20170203,KRP,18.00,18.06,18.73,8,18.80,5000000,16332708,rbc,NYSE,,Energy
20170210,CLPR,13.50,15.00,15.00,0,15.00,5700000,17012755,raymond james,NYSE,,Consumer Services
20170210,FBM,14.00,15.80,15.85,0,15.85,12800000,42774239,rbc,NYSE,,Consumer Services
20170302,SNAP,17.00,24.00,25.20,3,25.20,200000000,661834416,goldman sachs,NYSE,,Technology
20170301,HLNE,16.00,17.85,18.12,8,18.44,11875000,17070505,morgan stanley,NASDAQ,,Finance
20170315,ARD,19.00,21.95,22.25,4,22.25,16200000,16200000,goldman sachs,NYSE,,Consumer Durables
20170323,VLRX,10.00,9.50,9.50,0,9.50,5250000,7639585,cowen,NASDAQ,,Health Care
20170720,TRTX,20.00,19.60,19.75,9,19.75,11000000,59476487,goldman sachs,NYSE,,Consumer Services
20170615,ADOM,5.00,7.25,8.10,-307,8.10,2852275,68070930,boustead,NASDAQ,,Capital Goods
20170714,AKCA,8.00,8.13,8.48,8,8.48,15625000,64197879,stifel nicolaus,NASDAQ,,Health Care
20170629,ALRN,15.00,13.75,14.00,0,14.00,3750000,14710208,jefferies,NASDAQ,,Health Care
20170525,APPN,12.00,15.00,15.23,9,15.34,6250000,6250000,goldman sachs,NASDAQ,,Technology
20170518,ARGX,17.00,17.90,19.42,6,19.42,5865000,25991479,piper jaffray,NASDAQ,,Health Care
20170512,ASV,7.00,7.45,7.49,0,7.75,3800000,9800000,roth,NASDAQ,,Capital Goods
20170809,ATACU,10.00,10.05,10.07,4,10.07,4000000,5320000,chardan,NASDAQ,,Finance
20170614,ATNX,11.00,12.00,12.20,0,12.20,6000000,56044023,credit suisse,NASDAQ,,Health Care
20170627,ATXI,6.00,7.60,8.58,3,8.58,5500000,8841468,oppenheimer,NASDAQ,,Health Care
20170620,BCACU,10.00,10.10,10.12,0,10.12,5250000,6951250,earlybird,NASDAQ,,Finance
20170616,BOMN,13.00,13.00,14.99,0,14.99,6538462,12380277,cowen,NASDAQ,,Finance
20170309,BYSI,20.00,20.00,21.00,10,21.00,174286,21707925,citigroup,NASDAQ,,Health Care
20170426,CATS,4.80,4.75,4.85,6,4.85,3125000,15570964,joseph gunnar,NASDAQ,,Health Care
20170808,CIFS,10.00,13.00,13.00,0,13.00,2023146,23000000,network 1,NASDAQ,,Consumer Services
20170720,CLXT,8.00,9.50,10.73,8,11.45,7000000,26600000,credit suisse,NASDAQ,,Basic Industries
20170802,CMTA,15.00,18.25,18.95,7,18.95,8000000,30526584,morgan stanley,NASDAQ,,Health Care
20170620,CNACU,10.00,10.00,10.03,4,10.03,12500000,16130000,cowen,NASDAQ,,Finance
20170712,CODX,6.00,6.00,6.24,0,6.24,1178532,N/A,network 1,NASDAQ,,Health Care
20170818,CSSE,12.00,13.00,13.26,0,13.26,2500000,1891073,the benchmark,NASDAQ,,Consumer Services
20170629,DOVA,17.00,19.25,19.95,10,20.80,4415000,24990207,jefferies,NASDAQ,,Health Care
20170627,ESQ,14.00,15.90,15.90,0,15.90,2363873,6857030,sandler o'neill,NASDAQ,,Finance
20170719,FSACU,10.00,10.06,10.10,6,10.10,40000000,50000000,bofa merrill lynch,NASDAQ,,Finance
20170509,GNTY,27.00,30.00,30.49,9,30.65,2000000,10753933,sandler o'neill,NASDAQ,,Finance
20170517,GTHX,15.00,15.00,15.23,2,15.23,7000000,27413834,jp morgan,NASDAQ,,Health Care
20170609,IMRN,9.99,9.25,9.30,2,9.30,610000,610000,joseph gunner,NASDAQ,,Health Care
20170727,INDUU,10.00,10.02,10.03,0,10.03,20000000,25000000,fbr,NASDAQ,,Finance
20170330,KAACU,10.00,10.09,10.11,0,10.11,35000000,43750000,credit suisse,NASDAQ,,Finance
20170720,KALA,15.00,16.70,17.91,5,17.91,6000000,23283399,bofa merrill lynch,NASDAQ,,Health Care
20170602,KBLMU,10.00,10.00,10.00,0,10.00,10000000,12950000,ladenburg thalmann,NASDAQ,,Finance
20170512,MMDMU,10.00,10.09,10.12,0,10.12,18000000,22500000,macquarie,NASDAQ,,Finance
20170310,MPACU,10.00,10.00,10.04,9,10.04,30000000,37500000,cantor fitzgerald,NASDAQ,,Finance
20170628,MRSN,15.00,14.25,14.61,3,14.61,5000000,22645621,jp morgan,NASDAQ,,Health Care
20170428,NCSM,17.00,20.00,20.30,1,20.30,9500000,45325225,credit suisse,NASDAQ,,Energy
20170728,NEWA,5.00,7.32,9.20,8,9.80,1400000,10599000,viewtrade,NASDAQ,,Basic Industries
20170407,OKTA,17.00,23.56,24.50,1,24.50,11000000,11000000,goldman sachs,NASDAQ,,Technology
20170721,OSPRU,10.00,10.05,10.07,0,10.07,25000000,31250000,credit suisse,NASDAQ,,Finance
20170505,OVID,15.00,14.00,14.49,9,14.49,5000000,24601937,citigroup,NASDAQ,,Health Care
20170721,PETQ,16.00,21.00,21.07,0,21.07,6250000,12285083,jefferies,NASDAQ,,Health Care
20170310,PSDO,14.00,13.50,13.90,9,14.25,16666666,88611044,citigroup,NASDAQ,,Technology
20170726,RBB,23.00,23.32,23.96,9,24.19,3750000,15685559,sandler o'neill,NASDAQ,,Finance
20170728,RDFN,15.00,19.56,20.92,4,20.92,9231000,79536768,goldman sachs,NASDAQ,,Finance
20170622,SGBX,5.00,4.75,5.20,6,5.20,1500000,3982238,joseph gunnar,NASDAQ,,Consumer Services
20170524,SGH,11.00,12.00,12.58,9,13.59,5300000,20707277,barclays,NASDAQ,,Technology
20170727,SNNA,15.00,19.05,19.42,2,19.60,4333333,19888258,jp morgan,NASDAQ,,Health Care
20170607,SSTI,11.00,12.20,13.35,0,13.35,2800000,9112924,roth,NASDAQ,,Technology
20170630,TNTR,7.00,7.12,7.50,4,7.55,8572000,30910806,morgan stanley,NASDAQ,,Technology
20170413,TOCA,10.00,10.27,11.05,8,11.05,8500000,18501763,stifel nicolaus,NASDAQ,,Health Care
20170322,TRPX,6.00,6.30,8.97,9,8.97,2000000,3197138,laidlaw,NASDAQ,,Health Care
20170504,URGN,13.00,13.28,13.50,1,13.74,4473373,11972543,jefferies,NASDAQ,,Health Care
20170411,VEACU,10.00,10.10,10.11,0,10.11,48000000,60000000,credit suisse,NASDAQ,,Finance
20170512,VERI,15.00,15.64,15.64,0,15.64,2500000,13879561,wunderlich,NASDAQ,,Technology
20170427,VRNA,13.50,13.50,13.89,0,13.89,5768000,5768000,jefferies,NASDAQ,,Health Care
20170727,WRLSU,10.00,10.05,10.06,1,10.06,27000000,33750000,earlybird,NASDAQ,,Finance
20170809,ZEAL,17.87,18.12,18.69,4,18.69,4375000,30087402,goldman sachs,NASDAQ,,Health Care
20170504,AMGP,23.50,22.15,22.40,5,22.68,37250000,186170213,morgan stanley,NYSE,,Public Utilities
20170629,APRN,10.00,10.00,10.65,10,10.65,30000000,30042687,goldman sachs,NYSE,,Consumer Services
20170622,ATUS,30.00,31.60,32.17,5,32.19,63943029,246982292,goldman sachs,NYSE,,Consumer Services
20170324,AYX,14.00,17.25,17.50,0,17.50,9000000,9000000,goldman sachs,NYSE,,Technology
20170518,BEDU,10.50,11.00,11.44,3,11.44,15000000,15000000,morgan stanley,NYSE,,Consumer Services
20170504,BHVN,17.00,20.00,20.25,0,20.25,9900000,34230583,piper jaffray,NYSE,,Health Care
20170630,BY,19.00,20.35,20.48,0,20.48,5700000,28391900,bofa merrill lynch,NYSE,,Finance
20170413,CADE,20.00,22.05,22.24,1,22.24,7500000,82500000,goldman sachs,NYSE,,Finance
20170428,CLDR,15.00,17.80,18.70,5,18.84,15000000,128064103,morgan stanley,NYSE,,Technology
20170428,CVNA,15.00,13.50,13.94,1,13.94,15000000,15000000,bofa merrill lynch,NYSE,,Consumer Durables
20170428,EEX,17.00,18.70,19.25,7,19.25,15500000,72202207,goldman sachs,NYSE,,Miscellaneous
20170406,ELVT,6.50,7.00,7.69,6,7.90,12400000,39499745,credit suisse,NYSE,,Finance
20170427,FND,21.00,30.25,31.00,8,31.00,8823500,92358577,credit suisse,NYSE,,Consumer Services
20170510,FPH,14.00,15.20,15.40,4,15.40,21000000,58426008,citigroup,NYSE,,Finance
20170512,GDI,20.00,21.25,21.30,0,21.30,41300000,189732248,goldman sachs,NYSE,,Technology
20170623,GPMT,19.50,18.25,18.53,8,18.53,10000000,43235103,morgan stanley,NYSE,,Consumer Services
20170405,HESM,23.00,25.50,25.93,9,25.94,14780000,27279654,goldman sachs,NYSE,,Energy
20170309,JILL,13.00,12.75,12.97,4,12.97,11666667,43747944,jefferies,NYSE,,Consumer Non-Durables
20170505,KREF,20.50,21.00,21.25,0,21.25,10250000,52174338,morgan stanley,NYSE,,Consumer Services
20170317,MULE,17.00,24.25,25.59,10,25.92,13000000,13000000,goldman sachs,NYSE,,Technology
20170412,NETS,18.00,16.35,16.79,0,17.18,8250000,31025936,goldman sachs,NYSE,,Consumer Services
20170317,PUMP,14.00,15.00,15.00,0,15.00,25000000,83039854,goldman sachs,NYSE,,Energy
20170622,SAFE,20.00,19.00,19.19,1,19.19,10250000,18190000,bofa merrill lynch,NYSE,,Consumer Services
20170406,SNDR,19.00,19.50,19.69,4,19.74,28947000,90508890,morgan stanley,NYSE,,Transportation
20170512,SOI,12.00,12.21,12.47,0,12.47,10100000,10100000,credit suisse,NYSE,,Energy
20170803,VNTR,20.00,20.89,21.17,3,21.17,22700000,106271712,goldman sachs,NYSE,,Basic Industries
20170525,WOW,17.00,16.00,16.61,9,17.18,18235295,84734057,credit suisse,NYSE,,Consumer Services
20170421,WTTR,14.00,14.90,15.14,2,15.14,8700000,12777970,credit suisse,NYSE,,Energy
20170428,XRF,6.00,6.65,6.79,1,6.79,10000000,10000000,credit suisse,NYSE,,Finance
20170413,YEXT,11.00,14.00,14.25,0,14.25,10500000,85489470,morgan stanley,NYSE,,Technology
20170428,ZYME,13.00,13.50,14.25,1,14.25,4500000,24924461,barclays,NYSE,,Health Care
20170609,PLYM,19.00,18.36,18.45,0,18.45,2900000,3626702,oppenheimer,AMEX,,Consumer Services
20170210,SACH,5.00,4.90,5.10,7,5.10,2600000,11133237,joseph gunnar,AMEX,,Consumer Services
20170817,IAMXU,10.00,10.06,10.10,1,10.10,5000000,6554500,maxim,NASDAQ,,
20170811,YOGA,5.50,5.50,5.85,1,5.85,7300000,16209081,cowen,NASDAQ,,Consumer Services
20170811,RNGR,14.50,14.00,14.50,5,14.50,5862069,8413178,credit suisse,NYSE,,Energy
20170901,ZKIN,5.00,7.61,8.06,1,8.06,1068346,13500000,boustead,NASDAQ,,Capital Goods
20170920,CELC,9.50,12.35,13.00,0,13.00,2400000,9722050,craig hallum,NASDAQ,,Health Care
20170920,ZLAB,18.00,24.25,26.72,8,26.73,8333333,8333333,citigroup,NASDAQ,,Health Care
20120920,TRLA,17.00,22.10,23.48,5,23.48,6000000,26376654,jp morgan,NYSE,,
20170915,DOTAU,10.00,10.07,10.14,1,10.14,5000000,6600000,earlybird,NASDAQ,,Finance
20170920,KRYS,10.00,10.50,10.95,5,11.00,3960000,9643247,ladenburg thalmann,NASDAQ,,Health Care
20170921,PETZ,4.25,6.75,7.43,0,7.43,1325000,9225000,viewtrade,NASDAQ,,Consumer Non-Durables
20170922,SECO,13.00,12.10,12.70,1,12.70,8500000,8500000,jefferies,NASDAQ,,Consumer Services
20170914,TRMT,20.00,17.75,17.75,0,17.75,2500000,3100100,rbc,NASDAQ,,
20170920,BSTI,10.00,11.48,11.74,6,11.74,45000000,45000000,credit suisse,NYSE,,Transportation
20170920,DESP,26.00,29.00,29.45,10,29.49,12770000,67182110,morgan stanley,NYSE,,Consumer Services
20170921,OMP,17.00,16.75,16.86,0,16.86,7500000,13750000,morgan stanley,NYSE,,Energy
20170928,NITE,14.00,17.25,17.95,0,17.95,5360000,28100714,jefferies,NASDAQ,,Health Care
20170927,RYB,18.50,24.12,26.40,7,26.40,7800000,7800000,credit suisse,NYSE,,Consumer Services
20170928,DCPH,17.00,20.05,20.53,0,20.53,7500000,31925190,piper jaffray,NASDAQ,,Health Care
20170928,NCNA,15.00,15.50,16.33,9,16.59,6667000,30881641,jefferies,NASDAQ,,Health Care
20170928,ROKU,14.00,15.78,18.28,8,18.28,15668000,15668000,morgan stanley,NASDAQ,,Consumer Services
20170929,PQG,17.50,17.00,17.00,0,17.20,29000000,135219726,credit suisse,NYSE,,Basic Industries
20171005,BRACU,10.00,10.09,10.14,0,10.14,12000000,15400000,earlybird,NASDAQ,,Finance
