date,symbol,ipo_price,open_price,pm,minutes,pem,shares,outstanding,leading_underwriter,exchange,sector,industry
20140326,NORD,16.00,17.50,17.86,0,17.86,19000000,94897778,credit suisse,NYSE,Services,Education & Training Services
20120629,NOW,18.00,23.75,23.89,2,23.89,11650000,120289770,morgan stanley,NYSE,Technology,Technology
20110202,NPTN,11.00,14.00,14.45,9,14.45,7500000,23474619,bofa merrill lynch,NYSE,Technology,Technology
20150423,NSA,13.00,13.00,13.30,9,13.33,20000000,42131021,jefferies,NYSE,N/A,Consumer Services
20130208,NSLP,20.00,20.00,20.05,0,20.05,4000000,5145000,stifel nicolaus,NYSE,Basic Materials,Independent Oil & Gas
20120308,NSM,14.00,13.57,13.90,5,13.90,16666667,86666667,credit suisse,NYSE,Financial,Finance
20120726,NTI,14.00,13.66,14.33,9,14.33,16250000,73532000,goldman sachs,NYSE,Basic Materials,Oil & Gas Refining & Marketing
20131121,NVGS,19.00,20.40,21.12,1,21.12,12000000,55326765,jefferies,NYSE,Services,Transportation
20141106,NVRO,18.00,23.40,24.86,10,25.75,7000000,23543131,morgan stanley,NYSE,Healthcare,Health Care
20150212,NVTA,16.00,17.50,17.83,5,17.83,6350000,30799284,jp morgan,NYSE,Healthcare,Health Care
20140131,NWHM,11.00,11.50,11.75,7,12.09,7812500,16448750,credit suisse,NYSE,Industrial Goods,Capital Goods
20130717,NYLD,22.00,26.75,26.91,5,26.91,19575000,19575000,goldman sachs,NYSE,Utilities,Public Utilities
20120412,OAK,43.00,41.00,41.50,7,41.70,8843023,30579510,goldman sachs,NYSE,Financial,Finance
20130322,OAKS,15.00,14.50,14.74,9,14.74,4033333,7389250,credit suisse,NYSE,Financial,Consumer Services
20131004,OCIP,18.00,17.25,17.59,7,17.70,17500000,80500000,bofa merrill lynch,NYSE,Basic Materials,Basic Industries
20130913,OCIR,19.00,18.25,18.72,6,18.72,5000000,9775500,goldman sachs,NYSE,Basic Materials,Industrial Metals & Minerals
20140725,OEC,18.00,17.80,18.37,2,18.37,19500000,59635126,goldman sachs,NYSE,Basic Materials,Basic Industries
20141009,OMAM,14.00,14.00,14.00,0,14.00,22000000,120000000,credit suisse,NYSE,N/A,Finance
20141217,ONDK,20.00,26.50,27.60,7,27.60,10000000,66160636,jefferies,NYSE,Financial,Finance
20150717,OOMA,13.00,12.10,12.44,2,12.44,5000000,16952585,credit suisse,NYSE,Technology,Technology
20140404,OPWR,19.00,25.00,26.00,0,26.00,6100000,47459839,goldman sachs,NYSE,Technology,Application Software
20130214,ORC,15.00,14.60,14.74,1,14.74,2360000,3341665,oppenheimer,NYSE,N/A,Consumer Services
20110615,P,16.00,20.00,26.00,2,26.00,14684000,159727692,morgan stanley,NYSE,Services,Consumer Services
20111111,PACD,8.25,8.25,8.29,0,8.29,6000000,216000000,morgan stanley,NYSE,Basic Materials,Oil & Gas Drilling & Exploration
20131016,PAGP,22.00,22.75,23.02,0,23.02,128000000,128000000,goldman sachs,NYSE,Basic Materials,Energy
20120720,PANW,42.00,55.15,62.07,0,62.07,6200000,66601444,goldman sachs,NYSE,Technology,Technology
20140415,PAYC,15.00,17.90,17.92,0,17.92,6645000,50811059,barclays,NYSE,Technology,Technology
20121213,PBF,26.00,28.00,28.17,0,28.17,20500000,20500000,morgan stanley,NYSE,Basic Materials,Energy
20140509,PBFX,23.00,28.00,28.30,1,28.30,13750000,15886553,barclays,NYSE,Basic Materials,Energy
20140523,PE,18.50,22.30,22.47,1,22.47,50000000,85668253,credit suisse,NYSE,Basic Materials,Energy
20130328,PF,20.00,22.26,22.63,0,22.63,29000000,112820660,bofa merrill lynch,NYSE,Consumer Goods,Consumer Non-Durables
20130509,PFSI,18.00,18.25,18.77,0,18.77,11111111,11111111,credit suisse,NYSE,Financial,Finance
20130523,PGEM,21.00,22.35,23.47,9,23.47,15789474,64751968,credit suisse,NYSE,Industrial Goods,Basic Industries
20150521,PGND,25.00,27.67,28.43,5,28.43,8900000,52213200,goldman sachs,NYSE,Healthcare,Long-Term Care Facilities
20141119,PGRE,17.50,18.49,18.50,1,18.50,131000000,192247023,morgan stanley,NYSE,N/A,Consumer Services
20150116,PN,14.00,13.49,13.57,1,13.57,8315700,26390415,suntrust robinson humphrey,NYSE,Financial,Insurance Brokers
20120224,PRLB,16.00,25.01,27.59,8,28.62,4300000,23187708,jefferies,NYSE,Industrial Goods,Capital Goods
20150416,PRTY,17.00,20.50,20.84,2,20.84,21875000,115971525,goldman sachs,NYSE,Services,Consumer Services
20130723,PSXP,23.00,28.98,29.49,9,29.66,16425000,35217112,morgan stanley,NYSE,Basic Materials,Energy
20130509,Q,40.00,43.76,44.02,7,44.02,23684210,128915390,morgan stanley,NYSE,Healthcare,Medical Laboratories & Research
20130809,QEPM,21.00,23.27,23.61,5,23.61,20000000,26705000,morgan stanley,NYSE,,
20110330,QIHU,14.50,27.00,33.40,6,33.40,12110800,173213370,citigroup,NYSE,Technology,Information Technology Services
20131009,QTS,21.00,22.40,22.81,2,22.81,12250000,27002274,goldman sachs,NYSE,Financial,Consumer Services
20140320,QTWO,13.00,16.25,16.75,1,17.38,7760870,31949901,jp morgan,NYSE,Technology,Technology
20110617,RATE,15.00,14.00,14.30,8,14.30,20000000,100000000,goldman sachs,NYSE,Technology,Internet Information Providers
20130605,RCAP,20.00,19.75,19.78,1,19.78,2500000,2500000,jmp,NYSE,Financial,Investment Brokerage - National
20110504,RENN,14.00,19.50,24.00,0,24.00,53100000,1175789529,morgan stanley,NYSE,Technology,Technology
20130719,REXR,14.00,14.75,14.80,0,14.80,16000000,25229818,bofa merrill lynch,NYSE,Financial,Consumer Services
20121102,RH,24.00,32.05,33.15,1,33.15,5164332,36971500,goldman sachs,NYSE,Services,Consumer Services
20140124,RICE,21.00,21.90,22.50,4,22.50,44000000,127523810,goldman sachs,NYSE,Basic Materials,Independent Oil & Gas
20140731,RIGP,22.00,22.00,24.20,2,24.20,17500000,41379310,morgan stanley,NYSE,Basic Materials,Oil & Gas Drilling & Exploration
20121116,RKUS,15.00,15.00,15.00,0,15.00,8400000,73685793,goldman sachs,NYSE,Technology,Computer Based Systems
20100716,RLD,16.00,19.55,19.75,0,19.75,12500000,47638374,piper jaffray,NYSE,Services,Movie Production Theaters
20121011,RLGY,27.00,32.85,33.98,2,33.98,40000000,130153234,goldman sachs,NYSE,Financial,Finance
20110511,RLJ,18.00,17.25,17.44,7,17.50,27500000,103120781,bofa merrill lynch,NYSE,Financial,Consumer Services
20120328,RM,15.00,17.00,17.33,9,17.33,4200000,12311727,jefferies,NYSE,Financial,Finance
20131002,RMAX,22.00,26.25,26.87,1,26.87,10000000,10107971,morgan stanley,NYSE,Financial,Finance
20141217,RMP,16.50,15.79,16.34,5,16.34,25000000,28753623,barclays,NYSE,,Public Utilities
20120208,RNDY,8.50,8.40,8.80,9,8.87,19181818,44823713,credit suisse,NYSE,Services,Grocery Stores
20111104,RNF,20.00,20.00,20.20,0,20.20,15000000,38250000,morgan stanley,NYSE,Basic Materials,Agricultural Chemicals
20130927,RNG,13.00,17.25,18.43,5,18.50,7500000,7500000,goldman sachs,NYSE,Technology,Technology
20120503,ROYT,20.00,20.00,20.35,0,20.35,18500000,38583158,bofa merrill lynch,NYSE,Basic Materials,Energy
20120405,RPAI,8.00,8.78,8.85,0,8.85,31800000,80357544,keybanc,NYSE,Financial,Consumer Services
20111209,RRMS,20.00,20.50,20.90,9,20.90,7000000,8389709,barclays,NYSE,Basic Materials,Major Integrated Oil & Gas
20140117,RSPP,19.50,20.50,20.83,3,20.83,20000000,72500000,barclays,NYSE,Basic Materials,Energy
20140402,RUBI,15.00,17.50,18.20,8,18.39,6770995,34715103,goldman sachs,NYSE,Technology,Technology
20120329,RXN,18.00,19.05,19.42,8,19.74,23684211,90524593,credit suisse,NYSE,Industrial Goods,Technology
20140808,RYI,11.00,10.35,10.49,0,10.49,11000000,32037500,bofa merrill lynch,NYSE,,Basic Industries
20131212,SALT,9.75,9.75,10.00,0,10.00,31300000,132695411,deutsche bank,NYSE,Services,Transportation
20121214,SBY,18.50,18.70,18.82,5,18.82,13250000,37329804,credit suisse,NYSE,Financial,REIT - Residential
20140123,SC,24.00,25.75,26.50,7,26.50,74991470,347381088,citigroup,NYSE,Financial,Finance
20121019,SDLP,22.00,24.00,24.69,7,24.69,8750000,24815025,morgan stanley,NYSE,Basic Materials,Energy
20120418,SDR,21.00,21.80,21.90,1,21.98,26000000,49725000,morgan stanley,NYSE,Basic Materials,Energy
20171020,SE,15.00,16.25,16.99,1,16.99,58960000,58960000,credit suisse,NYSE,Basic Materials,Energy
20130419,SEAS,27.00,30.56,31.17,7,31.48,26000000,92737008,goldman sachs,NYSE,Services,Consumer Services
20140626,SERV,17.00,17.45,17.63,1,17.63,35900000,127745104,credit suisse,NYSE,Services,Consumer Services
20140924,SFS,12.00,13.10,13.42,2,13.42,13450000,71056860,credit suisse,NYSE,Services,Consumer Services
20100917,SFUN,42.50,67.00,69.35,2,69.35,2933238,49007482,deutsche bank,NYSE,Technology,Technology
20131010,SGM,16.00,17.18,18.25,9,18.68,7100000,24704236,credit suisse,NYSE,Financial,Closed-End Fund - Debt
20150130,SHAK,21.00,48.03,48.95,3,48.95,5000000,11308147,morgan stanley,NYSE,Services,Consumer Services
20141029,SHLX,23.00,32.00,32.48,3,32.48,40000000,67475068,barclays,NYSE,Basic Materials,Energy
20150521,SHOP,17.00,28.00,28.74,0,28.74,7700000,7700000,credit suisse,NYSE,Technology,Technology
20120307,SIR,21.50,21.75,21.98,0,21.98,8000000,30000000,morgan stanley,NASDAQ,,Consumer Services
20120201,SLCA,17.00,17.25,17.44,0,17.44,11764705,52941176,jefferies,NYSE,Basic Materials,Basic Industries
20120928,SMLP,20.00,21.00,21.34,3,21.38,12500000,24409850,bofa merrill lynch,NYSE,Basic Materials,Public Utilities
20111214,SN,22.00,20.00,20.40,0,20.49,10000000,33000000,macquarie,NYSE,Basic Materials,Energy
20140131,SNOW,12.00,11.11,11.37,8,11.37,15625000,45007000,credit suisse,NYSE,Services,General Entertainment
20110415,SQNS,10.00,9.00,9.35,0,9.35,7700000,34521629,jefferies,NYSE,Technology,Technology
20120920,SRC,15.00,15.00,15.10,0,15.10,29000000,80501515,morgan stanley,NYSE,Financial,Consumer Services
20131025,SRLP,18.00,17.50,17.64,4,17.64,8500000,10071970,bofa merrill lynch,NYSE,Basic Materials,Energy
20130313,SSNI,17.00,22.00,22.49,0,22.49,4750000,45398561,credit suisse,NYSE,Technology,Computer Based Systems
20121011,SSTK,17.00,22.50,22.90,1,22.90,4500000,32838281,jefferies,NYSE,Services,Technology
20131113,STAY,20.00,22.75,23.00,0,23.49,28250000,200450000,goldman sachs,NYSE,Services,Consumer Services
20141118,STOR,18.50,19.65,19.74,2,19.74,27500000,110917633,credit suisse,NYSE,N/A,Consumer Services
20150312,SUM,18.00,20.16,20.25,0,20.25,22222222,23251405,goldman sachs,NYSE,Industrial Goods,Basic Industries
20101216,SWFT,11.00,11.00,11.09,1,11.09,73300000,133416713,morgan stanley,NYSE,Services,Trucking
20110721,SXC,16.00,17.00,17.25,6,17.50,11600000,70000000,credit suisse,NYSE,Basic Materials,Basic Industries
20130118,SXCP,19.00,19.00,19.28,0,19.28,13500000,15709697,bofa merrill lynch,NYSE,Basic Materials,Basic Industries
20121102,SXE,20.00,22.00,22.89,10,23.13,9000000,12213713,citigroup,NYSE,Utilities,Public Utilities
20140731,SYF,23.00,23.00,24.00,0,24.00,125000000,830270833,goldman sachs,NYSE,Financial,Finance
20110609,TAOM,9.00,8.49,11.00,0,11.00,7187500,723250000,credit suisse,NYSE,Technology,Internet Information Providers
20140626,TCPI,11.00,11.00,11.10,0,11.10,7142858,27696288,piper jaffray,NYSE,Technology,Diversified Electronics
20131101,TCS,18.00,35.00,36.22,8,36.22,12500000,46047915,credit suisse,NYSE,Services,Consumer Services
20150701,TDOC,19.00,29.90,30.75,10,30.89,8250000,37046346,jp morgan,NYSE,Technology,Health Care
20150507,TEGP,29.00,30.90,31.45,4,31.45,41500000,41500000,goldman sachs,NYSE,Basic Materials,Public Utilities
20130514,TEP,21.50,22.00,22.57,10,22.57,13050000,24300000,bofa merrill lynch,NYSE,Basic Materials,Public Utilities
20110414,TEU,12.00,12.00,12.00,0,12.00,11000000,16113000,morgan stanley,NYSE,Services,Shipping
20110505,THR,12.00,12.05,12.24,0,12.24,10000000,28933407,jefferies,NYSE,Industrial Goods,Energy
20110420,TLLP,21.00,23.25,23.40,0,23.60,13000000,15254890,credit suisse,NYSE,Basic Materials,Oil & Gas Equipment & Services
20120504,TLYS,15.50,18.80,19.29,4,19.29,8000000,8000000,goldman sachs,NYSE,Services,Consumer Services
20130410,TMHC,22.00,23.35,23.78,5,23.78,28572000,28572000,credit suisse,NYSE,Industrial Goods,Capital Goods
20140327,TNET,16.00,18.50,19.43,10,19.43,15000000,68325248,morgan stanley,NYSE,Services,Miscellaneous
20101015,TOWR,13.00,13.55,13.74,1,13.74,6250000,18717866,goldman sachs,NYSE,Consumer Goods,Capital Goods
20130131,TPH,17.00,19.56,19.74,0,19.74,13689000,31597907,citigroup,NYSE,Industrial Goods,Capital Goods
20130815,TPRE,12.50,12.25,12.59,3,12.59,22053286,100580924,credit suisse,NYSE,Financial,Finance
20101207,TRGP,22.00,24.10,24.40,1,24.40,16375000,42292348,morgan stanley,NYSE,Basic Materials,Public Utilities
20130627,TRMR,10.00,11.00,11.09,0,11.09,7500000,49423104,credit suisse,NYSE,Technology,Application Software
20150625,TRU,22.50,24.62,25.00,5,25.14,29545455,177787877,goldman sachs,NYSE,Services,Finance
20140718,TRUP,10.00,11.25,11.45,1,11.45,7125000,26558716,rbc,NASDAQ,Financial,Health Care
20140612,TSE,19.00,20.65,20.75,0,20.75,10000000,47269567,goldman sachs,NYSE,Consumer Goods,Basic Industries
20140724,TSQ,11.00,10.74,10.74,0,10.84,8333333,8767242,jefferies,NYSE,Services,Consumer Services
20120419,TUMI,18.00,26.00,26.90,4,26.90,18779865,67866667,credit suisse,NYSE,Consumer Goods,Textile - Apparel Footwear & Accessories
20140925,TVPT,16.00,17.69,17.70,0,17.70,30000000,120107771,credit suisse,NYSE,Consumer Goods,Consumer Services
20131107,TWTR,26.00,45.10,48.86,10,50.09,70000000,544696816,goldman sachs,NYSE,Technology,Technology
20130607,TXTR,15.00,24.00,25.18,3,25.18,5000000,21901947,credit suisse,NYSE,Technology,Application Software
20110408,UAN,16.00,18.06,18.19,0,18.19,19200000,73000000,goldman sachs,NYSE,Basic Materials,Basic Industries
20130718,UCP,15.00,14.75,15.17,2,15.17,7750000,7750000,citigroup,NYSE,Industrial Goods,Residential Construction
20150618,UNVR,22.00,24.10,24.40,5,24.89,35000000,137934515,goldman sachs,NYSE,Basic Materials,Consumer Durables
20130115,USAC,18.00,17.50,17.75,6,17.93,11000000,15048588,goldman sachs,NYSE,Basic Materials,Public Utilities
20141009,USDP,17.00,15.80,16.23,6,16.23,9120000,10213545,credit suisse,NYSE,Services,Transportation
20120328,VCRA,16.00,24.00,24.48,0,24.48,5850000,21740372,piper jaffray,NYSE,Technology,Consumer Durables
20131016,VEEV,20.00,38.00,39.64,0,39.64,13045000,13045000,morgan stanley,NYSE,Technology,Technology
20120323,VIPS,6.50,6.00,6.23,1,6.23,11004600,101138565,deutsche bank,NYSE,Services,Consumer Services
20131018,VJET,13.00,20.00,27.00,6,27.00,6500000,6500000,piper jaffray,NYSE,Technology,Capital Goods
20131211,VLP,23.00,28.25,28.60,4,28.60,15000000,28789989,barclays,NYSE,Basic Materials,Energy
20130918,VLRS,12.00,12.76,13.58,2,13.58,22646900,N/A,morgan stanley,NYSE,Services,Transportation
20130927,VMEM,9.00,7.50,7.98,0,7.98,18000000,81824358,bofa merrill lynch,NYSE,Technology,Data Storage Devices
20131122,VNCE,20.00,29.50,30.48,1,30.48,10000000,36263585,goldman sachs,NYSE,Consumer Goods,Consumer Services
20110505,VOC,21.00,22.26,22.50,0,22.50,11085000,17000000,morgan stanley,NYSE,Basic Materials,Energy
20130502,VOYA,19.50,19.25,20.18,8,20.18,65192307,260769230,goldman sachs,NYSE,Financial,Finance
20141001,VSLR,16.00,17.01,18.71,0,18.71,20600000,105303122,credit suisse,NYSE,Technology,Capital Goods
20140801,VTTI,21.00,21.00,22.74,10,23.08,17500000,20125000,citigroup,NYSE,Basic Materials,Oil & Gas Equipment & Services
20141002,W,29.00,36.00,37.00,9,37.00,11000000,11000000,goldman sachs,NYSE,Services,Consumer Services
20120510,WAGE,9.00,9.99,10.15,0,10.15,6500000,25733567,credit suisse,NYSE,Services,Miscellaneous
20110728,WAIR,15.00,14.75,14.80,0,14.80,21000000,85569794,morgan stanley,NYSE,Services,Capital Goods
20131122,WBAI,13.00,20.00,21.85,7,21.85,5786000,5786000,deutsche bank,NYSE,Services,Consumer Services
20130725,WCIC,15.00,15.25,15.44,0,15.49,6819091,25768048,credit suisse,NYSE,N/A,N/A
20101215,WD,10.00,10.00,10.13,9,10.13,10000000,21889855,credit suisse,NYSE,Financial,Finance
20121012,WDAY,28.00,48.05,49.23,8,49.23,22750000,22750000,goldman sachs,NASDAQ,Technology,Technology
20121207,WGP,22.00,27.18,28.00,0,28.00,17181000,214532671,barclays,NYSE,Basic Materials,Public Utilities
20120323,WHZ,20.00,21.00,22.34,4,22.72,16000000,18400000,morgan stanley,NYSE,Basic Materials,Independent Oil & Gas
20141212,WK,14.00,14.00,14.74,9,14.74,7200000,27097876,credit suisse,NYSE,N/A,Technology
20130516,WLH,25.00,26.12,27.99,-3,27.99,8700000,26971129,credit suisse,NYSE,N/A,Capital Goods
20140730,WLKP,24.00,30.28,30.64,1,30.64,11250000,12686115,barclays,NYSE,Basic Materials,Basic Industries
20120510,WMC,20.00,18.80,18.90,1,18.90,8000000,10333489,jefferies,NYSE,Financial,Consumer Services
20140725,WMS,16.00,16.05,16.24,0,16.24,14500000,52748211,barclays,NYSE,Consumer Goods,Capital Goods
20131010,WNRL,22.00,24.00,24.74,7,24.74,13750000,22811000,bofa merrill lynch,NYSE,Basic Materials,Oil & Gas Pipelines
20130809,WPT,20.00,19.50,19.69,0,19.75,8750000,16485507,bofa merrill lynch,NYSE,Basic Materials,Oil & Gas Pipelines
20100826,WSR,12.00,12.00,12.00,0,12.00,2200000,2200000,wunderlich,NYSE,Financial,Consumer Services
20131031,WUBA,17.00,21.20,24.83,7,24.83,11000000,11000000,credit suisse,NYSE,Technology,Technology
20121026,WWAV,17.00,19.00,19.17,0,19.17,23000000,23000000,credit suisse,NYSE,Consumer Goods,Food - Major Diversified
20130808,XON,16.00,21.10,22.45,8,22.45,9999999,95210329,barclays,NYSE,Healthcare,Health Care
20101020,XRS,10.00,14.00,14.95,4,15.20,12000000,149000000,credit suisse,NYSE,Services,Education & Training Services
20150626,XTLY,8.00,8.00,8.49,9,8.59,7037500,27708158,jp morgan,NYSE,Technology,Business Software & Services
20101102,XUE,9.50,14.30,14.73,3,14.73,13430000,134299640,goldman sachs (asia),NYSE,Services,Education & Training Services
20120302,YELP,15.00,22.01,26.00,1,26.00,7150000,7150000,goldman sachs,NYSE,Technology,Consumer Services
20101208,YOKU,12.80,27.00,30.00,4,30.00,15847700,1853577710,goldman sachs (asia),NYSE,Technology,Internet Information Providers
20141017,ZAYO,19.00,21.51,22.50,4,22.50,21052631,239008679,goldman sachs,NYSE,Technology,Public Utilities
20140515,ZEN,9.00,11.40,11.93,7,12.27,11111111,70185141,credit suisse,NYSE,Technology,Technology
20130208,ZFC,21.25,20.50,20.60,0,20.60,5650000,7970886,credit suisse,NYSE,Financial,REIT - Diversified
20140411,ZOES,14.00,25.65,25.90,0,25.90,5833333,18394747,jefferies,NYSE,Services,Consumer Services
20140612,ZPIN,13.50,14.51,15.73,10,16.20,5610000,5610000,credit suisse,NYSE,Services,Staffing & Outsourcing Services
20130201,ZTS,26.00,31.50,31.74,1,31.74,86100000,86100000,morgan stanley,NYSE,Healthcare,Health Care
20110512,ZX,6.00,6.00,6.20,0,6.20,12900000,206440000,morgan stanley,NYSE,Consumer Goods,Capital Goods
20150501,ARWAU,10.00,10.01,10.04,2,10.04,7200000,9455000,earlybird,NASDAQ,,
20141002,AUMAU,10.00,9.66,9.81,7,9.81,24000000,30000000,citigroup,NASDAQ,,
20150206,BHACU,10.00,10.00,10.00,0,10.00,4000000,5295000,earlybird,NASDAQ,,
20141001,CADTU,10.00,10.00,10.00,0,10.00,6000000,7820000,aegis,NASDAQ,,
20131218,CAMBU,10.00,10.00,10.04,9,10.04,7000000,9177500,earlybird,NASDAQ,,
20141212,CNLMU,10.00,10.01,10.10,0,10.10,4000000,5285000,earlybird,NASDAQ,N/A,N/A
20140626,GGACU,10.00,10.03,10.05,2,10.05,12500000,16188750,earlybird,NASDAQ,N/A,N/A
20141024,HDRAU,10.00,9.78,9.85,2,9.85,8000000,10000000,ubs,NASDAQ,,
20150324,HRMNU,10.00,10.00,10.04,6,10.08,10000000,13172250,cantor fitzgerald,NASDAQ,,
20150116,QPACU,10.00,10.00,10.01,0,10.01,35000000,43750000,deutsche bank,NASDAQ,,
20130917,ROIQU,10.00,10.00,10.02,0,10.02,12500000,15625000,deutsche bank,NASDAQ,,
20140827,SMACU,10.00,10.00,10.07,3,10.07,4000000,5210000,cantor fitzgerald,NASDAQ,,
20140716,TFSCU,10.00,10.00,10.01,4,10.01,4000000,5180000,earlybird,NASDAQ,,
20140717,TRTLU,10.00,10.00,10.04,3,10.04,18500000,23125000,deutsche bank,NASDAQ,,
20140606,WLRHU,10.00,10.08,10.14,0,10.14,43500000,54375000,bofa merrill lynch,NASDAQ,,
20141212,FCAU,11.00,11.20,11.38,10,11.40,87000000,1271919505,goldman sachs,NYSE,N/A,Capital Goods
20150805,RUN,14.00,13.06,13.31,1,13.31,17900000,96973895,credit suisse,NASDAQ,N/A,Capital Goods
20150805,ZYNE,14.00,18.00,22.15,10,22.25,3000000,8733963,jefferies,NASDAQ,Healthcare,Health Care
20151112,XCOM,5.00,5.00,5.24,7,5.24,5000000,17110138,bmo,NASDAQ,N/A,N/A
20160519,MRUS,10.00,9.75,10.12,1,10.30,5500000,15407108,jefferies,NASDAQ,N/A,Health Care
20151119,AXSM,9.00,9.00,9.44,5,9.44,5666667,19137144,ladenburg thalmann,NASDAQ,N/A,Health Care
20150813,HLI,21.00,22.75,22.89,0,22.89,10500000,10509524,goldman sachs,NYSE,Financial,Finance
20160610,ATKR,16.00,15.75,16.40,5,16.40,12000000,62458367,credit suisse,NYSE,N/A,Miscellaneous
20160603,SRTSU,5.50,5.77,6.35,0,6.35,2000000,12675707,northland,NASDAQ,,
20151120,KTOV,4.12,3.26,3.41,1,3.41,3158900,3806828,rodman and renshaw,NASDAQ,N/A,Health Care
20160407,AGLE,10.00,10.00,10.72,10,10.72,5000000,12929832,bmo,NASDAQ,N/A,Health Care
20151002,NVCR,22.00,20.16,20.48,0,20.48,7500000,82676810,jp morgan,NASDAQ,N/A,Health Care
20160520,CFCOU,10.00,10.04,10.10,7,10.10,60000000,75000000,credit suisse,NASDAQ,N/A,N/A
20160421,ARA,22.00,26.50,26.84,10,26.84,7500000,29719803,goldman sachs,NYSE,N/A,Health Care
20140724,PFNX,6.00,6.00,6.00,0,6.00,8333333,19233897,william blair,AMEX,Healthcare,Health Care
20151021,RACE,52.00,60.00,60.97,2,60.97,17175000,188921600,bofa merrill lynch,NYSE,N/A,Capital Goods
20151119,MTCH,12.00,13.57,13.78,2,13.78,33333333,33333333,bofa merrill lynch,NASDAQ,N/A,Technology
20160318,SENS,2.85,2.85,3.10,6,3.10,15800000,91560061,canaccord genuity,AMEX,N/A,Capital Goods
20150812,GBT,20.00,34.65,40.99,5,40.99,6000000,27808457,goldman sachs,NASDAQ,Healthcare,Health Care
20160224,SRAQU,10.00,10.00,10.06,6,10.06,45000000,56250000,goldman sachs,NASDAQ,,
20151105,KURA,8.00,8.00,8.25,0,8.25,6250000,20758177,citigroup,NASDAQ,N/A,Health Care
20160323,CRVS,15.00,15.00,15.39,1,15.39,4700000,20406356,credit suisse,NASDAQ,N/A,Health Care
20160506,SBPH,12.00,11.28,11.64,0,11.64,920000,7091091,william blair,NASDAQ,N/A,Health Care
20151120,DLTH,12.00,13.00,14.39,8,14.39,6666667,27928411,william blair,NASDAQ,N/A,Consumer Services
20151015,PAACU,10.00,10.02,10.05,1,10.05,5000000,6727500,earlybird,NASDAQ,,
20121026,CTF,25.00,24.90,24.90,0,24.90,18800000,N/A,bofa merrill lynch,AMEX,,
20100813,ELMD,4.00,4.05,4.35,1,4.35,1700000,7887885,feltl,AMEX,Healthcare,Health Care
20160211,PTI,8.00,8.00,8.00,0,8.00,6250000,16711479,rbc,NASDAQ,Technology,Health Care
20150917,RGNX,22.00,30.26,32.00,4,32.00,6300000,25350708,piper jaffray,NASDAQ,N/A,Health Care
20140328,BRG,14.50,14.50,14.52,0,14.58,3448276,4495744,wunderlich,AMEX,N/A,Consumer Services
20151007,PSTG,17.00,16.74,16.93,1,17.00,25000000,25000000,goldman sachs,NYSE,N/A,Technology
20151001,SGRY,19.00,17.55,18.58,0,18.58,14285000,48156990,goldman sachs,NASDAQ,N/A,Health Care
20160428,PAVMU,5.00,10.00,10.00,0,10.00,1060000,13450000,crt,NASDAQ,,
20151001,EDGE,11.00,11.60,12.00,0,12.00,7315151,27496401,credit suisse,NASDAQ,N/A,Health Care
20160511,TPB,10.00,10.00,10.30,0,10.30,5400000,15956507,cowen,NYSE,N/A,Consumer Non-Durables
20150813,CNFR,10.50,9.75,10.40,2,10.40,3100000,7444523,bmo,NASDAQ,Financial,Finance
20151104,FORK,5.00,5.15,5.27,0,5.27,4000000,15666667,network 1,NASDAQ,N/A,Consumer Non-Durables
20151119,MIME,10.00,11.00,11.99,4,11.99,7750000,54002598,goldman sachs,NASDAQ,N/A,Technology
20150806,PLNT,16.00,14.50,15.00,3,15.00,13500000,35229587,credit suisse,NYSE,Services,Consumer Services
20151015,FDC,16.00,16.39,16.41,1,16.41,160000000,160000000,morgan stanley,NYSE,N/A,Miscellaneous
20151111,EQBK,22.50,24.25,24.25,0,24.25,1940000,6859017,keefe bruyette and woods,NASDAQ,N/A,Finance
20151111,VYGR,14.00,15.10,15.87,8,15.87,5000000,26034710,piper jaffray,NASDAQ,N/A,Health Care
20151001,MIRN,7.00,7.25,7.99,4,7.99,6250000,20056726,citigroup,NASDAQ,N/A,N/A
20151027,IOTS,5.00,5.60,6.08,0,6.08,5000000,14781169,oppenheimer,NASDAQ,N/A,Technology
20160428,GWRS,6.25,8.13,8.13,0,8.13,1164800,19406546,roth,NASDAQ,N/A,Public Utilities
20151009,PMTS,10.00,11.00,12.90,5,13.05,15000000,56476116,goldman sachs,NASDAQ,N/A,Finance
20160524,MSBI,22.00,22.06,22.18,1,22.18,3638755,14849031,sandler o'neill,NASDAQ,N/A,Finance
20150911,EAGLU,10.00,10.01,10.02,4,10.02,48000000,60000000,bofa merrill lynch,NASDAQ,,
20150918,PEN,30.00,40.00,40.90,2,41.25,4000000,30038637,bofa merrill lynch,NYSE,N/A,Health Care
20160610,COE,19.00,19.50,20.84,3,20.84,2400000,19665710,credit suisse,NYSE,N/A,Consumer Services
20151113,INST,16.00,16.00,16.15,1,17.25,4400000,26535566,goldman sachs,NYSE,N/A,Technology
20130813,IRT,8.50,8.00,8.25,8,8.25,4000000,9643540,william blair,NYSE,,Consumer Services
20151113,MESO,8.00,7.50,8.40,3,8.40,7479617,7753214,credit suisse,NASDAQ,N/A,Health Care
20151007,ACRS,11.00,11.94,11.98,0,11.98,5000000,19407503,jefferies,NASDAQ,N/A,Health Care
20160203,EDIT,16.00,18.00,18.50,0,18.50,5900000,35699538,morgan stanley,NASDAQ,N/A,Health Care
