symbol,date,underwriter
WHZ,20120323,raymond james
WK,20141212,credit suisse
WK,20141212,morgan stanley
WLH,20130516,credit suisse
WLH,20130516,citigroup
WLKP,20140730,barclays
WLKP,20140730,ubs
WMC,20120510,jefferies
WMC,20120510,citigroup
WMC,20120510,jp morgan
WMC,20120510,deutsche bank
WMS,20140725,barclays
WMS,20140725,deutsche bank
WNRL,20131010,bofa merrill lynch
WNRL,20131010,barclays
WPT,20130809,bofa merrill lynch
WSR,20100826,wunderlich
WSR,20100826,ladenburg thalmann
WUBA,20131031,credit suisse
WUBA,20131031,morgan stanley
WUBA,20131031,citigroup
WWAV,20121026,credit suisse
WWAV,20121026,bofa merrill lynch
WWAV,20121026,jp morgan
XON,20130808,barclays
XON,20130808,jp morgan
XRS,20101020,credit suisse
XRS,20101020,morgan stanley
XTLY,20150626,jp morgan
XTLY,20150626,deutsche bank
XUE,20101102,goldman sachs (asia)
YELP,20120302,goldman sachs
YELP,20120302,citigroup
YOKU,20101208,goldman sachs (asia)
ZA,20110215,cowen
ZAYO,20141017,goldman sachs
ZAYO,20141017,morgan stanley
ZAYO,20141017,barclays
ZEN,20140515,credit suisse
ZEN,20140515,goldman sachs
ZEN,20140515,morgan stanley
ZFC,20130208,credit suisse
ZFC,20130208,barclays
ZFC,20130208,citigroup
ZFC,20130208,deutsche bank
ZOES,20140411,jefferies
ZOES,20140411,piper jaffray
ZOES,20140411,william blair
ZOES,20140411,robert w baird
ZPIN,20140612,credit suisse
ZPIN,20140612,ubs
ZTS,20130201,morgan stanley
ZTS,20130201,bofa merrill lynch
ZTS,20130201,jp morgan
ZX,20110512,morgan stanley
ARWAU,20150501,earlybird
AUMAU,20141002,citigroup
BHACU,20150206,earlybird
CADTU,20141001,aegis
CADTU,20141001,earlybird
CAMBU,20131218,earlybird
CNLMU,20141212,earlybird
GGACU,20140626,earlybird
HDRAU,20141024,ubs
HRMNU,20150324,cantor fitzgerald
QPACU,20150116,deutsche bank
QPACU,20150116,cantor fitzgerald
ROIQU,20130917,deutsche bank
SMACU,20140827,cantor fitzgerald
TFSCU,20140716,earlybird
TRTLU,20140717,deutsche bank
WLRHU,20140606,bofa merrill lynch
WLRHU,20140606,deutsche bank
FCAU,20141212,goldman sachs
FCAU,20141212,barclays
FCAU,20141212,jp morgan
FCAU,20141212,ubs
STNG,20100331,morgan stanley
STNG,20100331,dahlman rose
RUN,20150805,credit suisse
RUN,20150805,goldman sachs
RUN,20150805,morgan stanley
ZYNE,20150805,jefferies
ZYNE,20150805,piper jaffray
XCOM,20151112,bmo
XCOM,20151112,cowen
XCOM,20151112,needham
MRUS,20160519,jefferies
MRUS,20160519,citigroup
MRUS,20160519,guggenheim
AXSM,20151119,ladenburg thalmann
HLI,20150813,goldman sachs
HLI,20150813,bofa merrill lynch
ATKR,20160610,credit suisse
ATKR,20160610,jp morgan
ATKR,20160610,deutsche bank
SRTSU,20160603,northland
SRTSU,20160603,feltl
SRTSU,20160603,joseph gunnar
SRTSU,20160603,neidiger tucker bruner
KTOV,20151120,rodman and renshaw
KTOV,20151120,joseph gunnar
AGLE,20160407,bmo
AGLE,20160407,ubs
AGLE,20160407,wells fargo
AGLE,20160407,cowen
NVCR,20151002,jp morgan
NVCR,20151002,deutsche bank
NVCR,20151002,evercore
CFCOU,20160520,credit suisse
CFCOU,20160520,bofa merrill lynch
CFCOU,20160520,citigroup
ARA,20160421,goldman sachs
ARA,20160421,bofa merrill lynch
ARA,20160421,barclays
PFNX,20140724,william blair
PFNX,20140724,jmp
RACE,20151021,bofa merrill lynch
RACE,20151021,ubs
MTCH,20151119,bofa merrill lynch
MTCH,20151119,jp morgan
MTCH,20151119,allen
SENS,20160318,canaccord genuity
SENS,20160318,leerink
GBT,20150812,goldman sachs
GBT,20150812,morgan stanley
SRAQU,20160224,goldman sachs
SRAQU,20160224,citigroup
SRAQU,20160224,deutsche bank
KURA,20151105,citigroup
KURA,20151105,leerink
CRVS,20160323,credit suisse
CRVS,20160323,cowen
SBPH,20160506,william blair
SBPH,20160506,wedbush
SBPH,20160506,dawson james
DLTH,20151120,william blair
DLTH,20151120,bmo
DLTH,20151120,raymond james
DLTH,20151120,robert w baird
PAACU,20151015,earlybird
CTF,20121026,bofa merrill lynch
CTF,20121026,nuveen
ELMD,20100813,feltl
PTI,20160211,rbc
PTI,20160211,leerink
RGNX,20150917,piper jaffray
RGNX,20150917,morgan stanley
RGNX,20150917,bofa merrill lynch
BRG,20140328,wunderlich
PSTG,20151007,goldman sachs
PSTG,20151007,morgan stanley
PSTG,20151007,barclays
PSTG,20151007,allen
SGRY,20151001,goldman sachs
SGRY,20151001,jefferies
SGRY,20151001,bofa merrill lynch
PAVMU,20160428,crt
PAVMU,20160428,the benchmark
PAVMU,20160428,tripoint global equities
EDGE,20151001,credit suisse
EDGE,20151001,leerink
TPB,20160511,cowen
TPB,20160511,fbr
CNFR,20150813,bmo
CNFR,20150813,raymond james
FORK,20151104,network 1
FORK,20151104,burnham
MIME,20151119,goldman sachs
MIME,20151119,jefferies
MIME,20151119,rbc
MIME,20151119,barclays
PLNT,20150806,credit suisse
PLNT,20150806,jefferies
PLNT,20150806,bofa merrill lynch
PLNT,20150806,jp morgan
FDC,20151015,morgan stanley
FDC,20151015,bofa merrill lynch
FDC,20151015,citigroup
FDC,20151015,kkr
EQBK,20151111,keefe bruyette and woods
EQBK,20151111,stephens
VYGR,20151111,piper jaffray
VYGR,20151111,cowen
MIRN,20151001,citigroup
MIRN,20151001,leerink
IOTS,20151027,oppenheimer
IOTS,20151027,needham
GWRS,20160428,roth
PMTS,20151009,goldman sachs
PMTS,20151009,bmo
PMTS,20151009,cibc world
MSBI,20160524,sandler o'neill
MSBI,20160524,keefe bruyette and woods
EAGLU,20150911,bofa merrill lynch
EAGLU,20150911,deutsche bank
PEN,20150918,bofa merrill lynch
PEN,20150918,jp morgan
COE,20160610,credit suisse
COE,20160610,morgan stanley
INST,20151113,goldman sachs
INST,20151113,morgan stanley
IRT,20130813,william blair
IRT,20130813,jmp
IRT,20130813,ladenburg thalmann
IRT,20130813,compass point
MESO,20151113,credit suisse
MESO,20151113,jp morgan
ACRS,20151007,jefferies
ACRS,20151007,citigroup
EDIT,20160203,morgan stanley
EDIT,20160203,jp morgan
SUPV,20160519,morgan stanley
SUPV,20160519,bofa merrill lynch
WVE,20151111,jefferies
WVE,20151111,leerink
NH,20160602,jefferies
NH,20160602,cowen
RRR,20160427,goldman sachs
RRR,20160427,bofa merrill lynch
RRR,20160427,jp morgan
RRR,20160427,deutsche bank
GMS,20160526,credit suisse
GMS,20160526,barclays
BNTC,20150818,maxim
BNTC,20150818,bmo
CLACU,20151014,citigroup
CLACU,20151014,deutsche bank
RETA,20160526,piper jaffray
RETA,20160526,citigroup
RETA,20160526,cowen
HCM,20160317,bofa merrill lynch
HCM,20160317,deutsche bank
ABTX,20151008,robert w baird
ABTX,20151008,stephens
BGNE,20160203,goldman sachs
BGNE,20160203,morgan stanley
BGNE,20160203,cowen
SDPI,20140523,roth
YIN,20160427,jefferies
CLSD,20160602,rbc
CLSD,20160602,stifel nicolaus
CLSD,20160602,cowen
SQ,20151119,goldman sachs
SQ,20151119,morgan stanley
SQ,20151119,jp morgan
FNTCU,20150213,cantor fitzgerald
PFGC,20151001,credit suisse
PFGC,20151001,barclays
MGP,20160420,morgan stanley
MGP,20160420,bofa merrill lynch
MGP,20160420,jp morgan
MGP,20160420,evercore
AIMT,20150806,credit suisse
AIMT,20150806,piper jaffray
AIMT,20150806,bofa merrill lynch
AFCO,20151020,rbc
AFCO,20151020,citigroup
AFCO,20151020,deutsche bank
AFCO,20151020,raymond james
AFCO,20151020,fbr
MBRX,20160602,network 1
MBRX,20160602,bonwick
MDGN,20110408,maxim
MDGN,20110408,roth
USFD,20160526,goldman sachs
USFD,20160526,morgan stanley
USFD,20160526,jp morgan
USFD,20160526,kkr
NBRV,20150918,rbc
NBRV,20150918,leerink
TEAM,20151210,goldman sachs
TEAM,20151210,morgan stanley
SCWX,20160422,goldman sachs
SCWX,20160422,morgan stanley
SCWX,20160422,bofa merrill lynch
SCWX,20160422,jp morgan
CRMD,20100325,maxim
COTV,20160526,goldman sachs
COTV,20160526,jp morgan
NTLA,20160506,credit suisse
NTLA,20160506,jefferies
NTLA,20160506,leerink
CTMX,20151008,jefferies
CTMX,20151008,bofa merrill lynch
CTMX,20151008,cowen
CQH,20131213,credit suisse
CQH,20131213,goldman sachs
CQH,20131213,morgan stanley
CQH,20131213,rbc
OASM,20151023,aegis
OASM,20151023,ladenburg thalmann
OASM,20151023,rodman and renshaw
OASM,20151023,joseph gunnar
SITE,20160512,goldman sachs
SITE,20160512,deutsche bank
SITE,20160512,ubs
GRSHU,20150814,deutsche bank
UFAB,20150701,roth
UFAB,20150701,taglich brothers
KLREU,20160311,earlybird
PACEU,20150911,citigroup
PACEU,20150911,deutsche bank
ACIA,20160513,goldman sachs
ACIA,20160513,bofa merrill lynch
ACIA,20160513,deutsche bank
ECACU,20150813,cantor fitzgerald
MYOK,20151029,credit suisse
MYOK,20151029,cowen
SNDX,20160303,morgan stanley
SNDX,20160303,citigroup
VIVE,20160614,ladenburg thalmann
VIVE,20160614,craig hallum
SBBP,20151016,bofa merrill lynch
SBBP,20151016,stifel nicolaus
AVXS,20160211,goldman sachs
AVXS,20160211,jefferies
FPI,20140411,janney montgomery scott
FPI,20140411,bmo
FPI,20140411,robert w baird
DMTX,20151022,goldman sachs
DMTX,20151022,citigroup
CCRC,20151221,viewtrade
CCRC,20151221,newbridge
MPSX,20151022,bofa merrill lynch
MPSX,20151022,barclays
PLSE,20160518,feltl
PLSE,20160518,mdb
YRD,20151218,credit suisse
YRD,20151218,morgan stanley
YRD,20151218,china renaissance securities (hong kong)
LCAHU,20160526,jefferies
LCAHU,20160526,deutsche bank
ONSIU,20160513,jefferies
ONSIU,20160513,barclays
ACIU,20160923,credit suisse
ACIU,20160923,jefferies
ACIU,20160923,leerink
AIRG,20160812,northland
AIRG,20160812,wunderlich
AMMA,20161006,network 1
APOP,20160729,rodman and renshaw
APTI,20160923,goldman sachs
APTI,20160923,bofa merrill lynch
APTI,20160923,jp morgan
ATMR,20160805,national
AZRX,20161011,network 1
AZRX,20161011,wallachbeth
BOLD,20160720,piper jaffray
BOLD,20160720,bofa merrill lynch
BOLD,20160720,cowen
CPAAU,20160715,goldman sachs
CPAAU,20160715,deutsche bank
CSTR,20160922,sandler o'neill
CSTR,20160922,keefe bruyette and woods
EVBG,20160916,credit suisse
EVBG,20160916,bofa merrill lynch
FHB,20160804,goldman sachs
FHB,20160804,bofa merrill lynch
FHB,20160804,bnp paribas
FLGT,20160929,credit suisse
FLGT,20160929,piper jaffray
GEMP,20160805,jefferies
GEMP,20160805,rbc
GEMP,20160805,cowen
GSUM,20160923,citigroup
GSUM,20160923,goldman sachs (asia)
KNSL,20160728,william blair
KNSL,20160728,jp morgan
LTEA,20160729,network 1
LTEA,20160729,alexander
MACQU,20160914,maxim
MACQU,20160914,chardan
MEDP,20160811,credit suisse
MEDP,20160811,jefferies
MIIIU,20160707,cantor fitzgerald
MRAM,20161007,stifel nicolaus
MRAM,20161007,needham
NOVN,20160921,piper jaffray
NTNX,20160930,goldman sachs
NTNX,20160930,morgan stanley
NTNX,20160930,jp morgan
OBLN,20161006,canaccord genuity
OBLN,20161006,stifel nicolaus
OBLN,20161006,ubs
PI,20160721,piper jaffray
PI,20160721,rbc
PI,20160721,pacific crest
PTGX,20160811,barclays
PTGX,20160811,bmo
PTGX,20160811,leerink
SCACU,20160916,goldman sachs
SCACU,20160916,deutsche bank
SELB,20160622,stifel nicolaus
SELB,20160622,ubs
STLRU,20160819,maxim
STLRU,20160819,chardan
SYRS,20160630,piper jaffray
SYRS,20160630,cowen
TCMD,20160728,piper jaffray
TCMD,20160728,william blair
TCMD,20160728,canaccord genuity
TLND,20160729,goldman sachs
TLND,20160729,barclays
TLND,20160729,citigroup
TLND,20160729,jp morgan
TPIC,20160722,morgan stanley
TPIC,20160722,jp morgan
TRHC,20160929,ubs
TRHC,20160929,wells fargo
TTD,20160921,jefferies
TTD,20160921,rbc
TTD,20160921,citigroup
TUSK,20161014,credit suisse
TUSK,20161014,barclays
TUSK,20161014,simmons and company international (energy specialists of piper
TYHT,20160928,network 1
TYHT,20160928,bonwick
TYHT,20160928,halcyon cabot
XOG,20161012,credit suisse
XOG,20161012,goldman sachs
XOG,20161012,barclays
XOG,20161012,citigroup
ADSW,20161006,credit suisse
ADSW,20161006,barclays
ADSW,20161006,deutsche bank
APFH,20160715,credit suisse
APFH,20160715,morgan stanley
APFH,20160715,barclays
AZRE,20161012,credit suisse
AZRE,20161012,barclays
CWH,20161007,goldman sachs
CWH,20161007,jp morgan
ELF,20160922,morgan stanley
ELF,20160922,jp morgan
FBK,20160916,jp morgan
FBK,20160916,ubs
FBK,20160916,keefe bruyette and woods
GMRE,20160629,oppenheimer
GMRE,20160629,wunderlich
HOME,20160804,goldman sachs
HOME,20160804,bofa merrill lynch
KDMN,20160727,jefferies
KDMN,20160727,citigroup
LN,20160714,morgan stanley
LN,20160714,nomura securities international
MRT,20160929,keybanc
MRT,20160929,citigroup
MRT,20160929,jp morgan
MRT,20160929,fbr
NBLX,20160915,barclays
NBLX,20160915,jp morgan
NBLX,20160915,robert w baird
NTB,20160916,goldman sachs
PTHN,20160721,jefferies
PTHN,20160721,morgan stanley
PTHN,20160721,jp morgan
PTHN,20160721,ubs
TWLO,20160623,goldman sachs
TWLO,20160623,jp morgan
VVV,20160923,morgan stanley
VVV,20160923,bofa merrill lynch
VVV,20160923,citigroup
WAAS,20161006,rbc
WAAS,20161006,citigroup
WAAS,20161006,deutsche bank
ZTO,20161027,morgan stanley
ZTO,20161027,goldman sachs (asia)
BL,20161028,goldman sachs
BL,20161028,jp morgan
CRSP,20161019,piper jaffray
CRSP,20161019,barclays
CRSP,20161019,citigroup
FRTA,20161020,credit suisse
FRTA,20161020,goldman sachs
FRTA,20161020,citigroup
GDS,20161102,credit suisse
GDS,20161102,jp morgan
GTYHU,20161027,citigroup
IRTC,20161020,morgan stanley
IRTC,20161020,jp morgan
QTNA,20161028,morgan stanley
QTNA,20161028,barclays
QTNA,20161028,deutsche bank
RARX,20161026,credit suisse
RARX,20161026,jefferies
RARX,20161026,bmo
SND,20161104,credit suisse
SND,20161104,goldman sachs
SND,20161104,tudor pickering holt
GOLF,20161028,morgan stanley
GOLF,20161028,jp morgan
MYOV,20161027,barclays
MYOV,20161027,citigroup
MYOV,20161027,cowen
MYOV,20161027,evercore
MTFB,20161118,suntrust robinson humphrey
MTFB,20161118,hc wainwright
MTFB,20161118,ladenburg thalmann
IIPR,20161201,ladenburg thalmann
IIPR,20161201,compass point
ATH,20161209,goldman sachs
ATH,20161209,barclays
ATH,20161209,citigroup
ATH,20161209,wells fargo
HUNTU,20161118,morgan stanley
WRD,20161214,bofa merrill lynch
WRD,20161214,barclays
WRD,20161214,bmo
ICHR,20161209,deutsche bank
ICHR,20161209,stifel nicolaus
POLA,20161207,roth
POLA,20161207,joseph gunnar
SNES,20161208,roth
TIG,20161215,bofa merrill lynch
TIG,20161215,canaccord genuity
TIG,20161215,cowen
TIG,20161215,nomura securities international
TIG,20161215,kbc
TRVG,20161216,goldman sachs
TRVG,20161216,morgan stanley
TRVG,20161216,jp morgan
HEBT,20161227,spartan
GSHTU,20170113,deutsche bank
JAG,20170127,credit suisse
JAG,20170127,citigroup
JAG,20170127,jp morgan
FNTEU,20170120,cantor fitzgerald
FRAC,20170120,morgan stanley
FRAC,20170120,bofa merrill lynch
FRAC,20170120,citigroup
FRAC,20170120,jp morgan
ANAB,20170126,credit suisse
ANAB,20170126,stifel nicolaus
ANAB,20170126,bmo
JNCE,20170127,jp morgan
JNCE,20170127,cowen
LAUR,20170201,credit suisse
LAUR,20170201,morgan stanley
LAUR,20170201,barclays
OBSV,20170126,credit suisse
OBSV,20170126,jefferies
OBSV,20170126,leerink
JELD,20170127,barclays
JELD,20170127,citigroup
REVG,20170127,goldman sachs
REVG,20170127,morgan stanley
REVG,20170127,robert w baird
METC,20170203,credit suisse
METC,20170203,jefferies
METC,20170203,bmo
INVH,20170201,jp morgan
INVH,20170201,deutsche bank
KRP,20170203,rbc
KRP,20170203,stifel nicolaus
KRP,20170203,raymond james
CLPR,20170210,raymond james
CLPR,20170210,fbr
FBM,20170210,rbc
FBM,20170210,barclays
FBM,20170210,deutsche bank
SNAP,20170302,goldman sachs
SNAP,20170302,morgan stanley
SNAP,20170302,jp morgan
SNAP,20170302,deutsche bank
HLNE,20170301,morgan stanley
HLNE,20170301,jp morgan
ARD,20170315,goldman sachs
ARD,20170315,citigroup
ARD,20170315,deutsche bank
VLRX,20170323,cowen
VLRX,20170323,wedbush
TRTX,20170720,goldman sachs
TRTX,20170720,bofa merrill lynch
TRTX,20170720,citigroup
TRTX,20170720,wells fargo
ADOM,20170615,boustead
AKCA,20170714,stifel nicolaus
AKCA,20170714,wells fargo
AKCA,20170714,cowen
ALRN,20170629,jefferies
ALRN,20170629,bofa merrill lynch
APPN,20170525,goldman sachs
APPN,20170525,morgan stanley
APPN,20170525,barclays
ARGX,20170518,piper jaffray
ARGX,20170518,cowen
ASV,20170512,roth
ATACU,20170809,chardan
ATNX,20170614,credit suisse
ATNX,20170614,jp morgan
ATNX,20170614,deutsche bank
ATXI,20170627,oppenheimer
ATXI,20170627,raymond james
BCACU,20170620,earlybird
BOMN,20170616,cowen
BYSI,20170309,citigroup
BYSI,20170309,rodman and renshaw
CATS,20170426,joseph gunnar
CIFS,20170808,network 1
CIFS,20170808,boustead
CLXT,20170720,credit suisse
CLXT,20170720,jefferies
CLXT,20170720,citigroup
CLXT,20170720,wells fargo
CMTA,20170802,morgan stanley
CMTA,20170802,leerink
CNACU,20170620,cowen
CODX,20170712,network 1
CODX,20170712,wallachbeth
CSSE,20170818,the benchmark
CSSE,20170818,hcfp/
CSSE,20170818,weild
DOVA,20170629,jefferies
DOVA,20170629,jp morgan
DOVA,20170629,leerink
ESQ,20170627,sandler o'neill
FSACU,20170719,bofa merrill lynch
FSACU,20170719,citigroup
GNTY,20170509,sandler o'neill
GNTY,20170509,stephens
GTHX,20170517,jp morgan
GTHX,20170517,cowen
IMRN,20170609,joseph gunner
IMRN,20170609,rodman and rendshaw
INDUU,20170727,fbr
INDUU,20170727,b riley
KAACU,20170330,credit suisse
KAACU,20170330,citigroup
KAACU,20170330,deutsche bank
KALA,20170720,bofa merrill lynch
KALA,20170720,jp morgan
KBLMU,20170602,ladenburg thalmann
MMDMU,20170512,macquarie
MPACU,20170310,cantor fitzgerald
MRSN,20170628,jp morgan
MRSN,20170628,cowen
MRSN,20170628,leerink
NCSM,20170428,credit suisse
NCSM,20170428,citigroup
NCSM,20170428,wells fargo
NEWA,20170728,viewtrade
OKTA,20170407,goldman sachs
OKTA,20170407,jp morgan
OKTA,20170407,allen
OSPRU,20170721,credit suisse
OVID,20170505,citigroup
OVID,20170505,cowen
PETQ,20170721,jefferies
PETQ,20170721,william blair
PSDO,20170310,citigroup
PSDO,20170310,jp morgan
RBB,20170726,sandler o'neill
RBB,20170726,keefe bruyette and woods
RBB,20170726,stephens
RDFN,20170728,goldman sachs
RDFN,20170728,allen
SGBX,20170622,joseph gunnar
SGH,20170524,barclays
SGH,20170524,deutsche bank
SNNA,20170727,jp morgan
SNNA,20170727,bmo
SNNA,20170727,cowen
SSTI,20170607,roth
SSTI,20170607,northland
TNTR,20170630,morgan stanley
TNTR,20170630,bofa merrill lynch
TNTR,20170630,pacific crest
TOCA,20170413,stifel nicolaus
TOCA,20170413,evercore
TOCA,20170413,leerink
TRPX,20170322,laidlaw
TRPX,20170322,rodman and renshaw
URGN,20170504,jefferies
URGN,20170504,cowen
VEACU,20170411,credit suisse
VEACU,20170411,goldman sachs
VEACU,20170411,citigroup
VERI,20170512,wunderlich
VERI,20170512,craig hallum
VRNA,20170427,jefferies
VRNA,20170427,stifel nicolaus
WRLSU,20170727,earlybird
ZEAL,20170809,goldman sachs
ZEAL,20170809,morgan stanley
AMGP,20170504,morgan stanley
AMGP,20170504,barclays
AMGP,20170504,jp morgan
APRN,20170629,goldman sachs
APRN,20170629,morgan stanley
APRN,20170629,barclays
APRN,20170629,citigroup
ATUS,20170622,goldman sachs
ATUS,20170622,morgan stanley
ATUS,20170622,citigroup
ATUS,20170622,jp morgan
AYX,20170324,goldman sachs
AYX,20170324,jp morgan
BEDU,20170518,morgan stanley
BEDU,20170518,deutsche bank
BHVN,20170504,piper jaffray
BHVN,20170504,morgan stanley
BHVN,20170504,barclays
BY,20170630,bofa merrill lynch
BY,20170630,keefe bruyette and woods
CADE,20170413,goldman sachs
CADE,20170413,jp morgan
CLDR,20170428,morgan stanley
CLDR,20170428,jp morgan
CLDR,20170428,allen
CVNA,20170428,bofa merrill lynch
CVNA,20170428,citigroup
CVNA,20170428,deutsche bank
CVNA,20170428,wells fargo
EEX,20170428,goldman sachs
EEX,20170428,bofa merrill lynch
EEX,20170428,barclays
ELVT,20170406,credit suisse
ELVT,20170406,jefferies
ELVT,20170406,stifel nicolaus
ELVT,20170406,ubs
FND,20170427,credit suisse
FND,20170427,bofa merrill lynch
FND,20170427,barclays
FND,20170427,ubs
FPH,20170510,citigroup
FPH,20170510,jp morgan
GDI,20170512,goldman sachs
GDI,20170512,citigroup
GDI,20170512,ubs
GDI,20170512,kkr
GPMT,20170623,morgan stanley
GPMT,20170623,bofa merrill lynch
GPMT,20170623,citigroup
GPMT,20170623,jp morgan
HESM,20170405,goldman sachs
HESM,20170405,morgan stanley
JILL,20170309,jefferies
JILL,20170309,morgan stanley
JILL,20170309,bofa merrill lynch
KREF,20170505,morgan stanley
KREF,20170505,wells fargo
KREF,20170505,kkr
MULE,20170317,goldman sachs
MULE,20170317,bofa merrill lynch
MULE,20170317,jp morgan
NETS,20170412,goldman sachs
NETS,20170412,jefferies
NETS,20170412,jp morgan
NETS,20170412,allen
NETS,20170412,banco bradesco bbi
PUMP,20170317,goldman sachs
PUMP,20170317,barclays
SAFE,20170622,bofa merrill lynch
SAFE,20170622,barclays
SAFE,20170622,jp morgan
SNDR,20170406,morgan stanley
SNDR,20170406,ubs
SOI,20170512,credit suisse
SOI,20170512,goldman sachs
VNTR,20170803,goldman sachs
VNTR,20170803,bofa merrill lynch
VNTR,20170803,citigroup
VNTR,20170803,jp morgan
WOW,20170525,credit suisse
WOW,20170525,ubs
WTTR,20170421,credit suisse
WTTR,20170421,wells fargo
WTTR,20170421,fbr
XRF,20170428,credit suisse
XRF,20170428,jefferies
XRF,20170428,morgan stanley
YEXT,20170413,morgan stanley
YEXT,20170413,rbc
YEXT,20170413,jp morgan
ZYME,20170428,barclays
ZYME,20170428,wells fargo
ZYME,20170428,citigroup global markets canada
PLYM,20170609,oppenheimer
PLYM,20170609,jmp
PLYM,20170609,sandler o'neill
PLYM,20170609,bbandt
PLYM,20170609,da davidson
SACH,20170210,joseph gunnar
IAMXU,20170817,maxim
YOGA,20170811,cowen
YOGA,20170811,stephens
YOGA,20170811,guggenheim
RNGR,20170811,credit suisse
RNGR,20170811,wells fargo
RNGR,20170811,scotia
RNGR,20170811,simmons and company international energy specialists of piper j
ZKIN,20170901,boustead
CELC,20170920,craig hallum
ZLAB,20170920,citigroup
ZLAB,20170920,jp morgan
ZLAB,20170920,leerink
TRLA,20120920,jp morgan
TRLA,20120920,deutsche bank
DOTAU,20170915,earlybird
KRYS,20170920,ladenburg thalmann
PETZ,20170921,viewtrade
SECO,20170922,jefferies
TRMT,20170914,rbc
TRMT,20170914,citigroup
TRMT,20170914,ubs
BSTI,20170920,credit suisse
BSTI,20170920,citigroup
BSTI,20170920,jp morgan
BSTI,20170920,deutsche bank
BSTI,20170920,goldman sachs (asia)
DESP,20170920,morgan stanley
DESP,20170920,citigroup
OMP,20170921,morgan stanley
OMP,20170921,citigroup
OMP,20170921,wells fargo
NITE,20170928,jefferies
NITE,20170928,bmo
NITE,20170928,leerink
RYB,20170927,credit suisse
RYB,20170927,morgan stanley
DCPH,20170928,piper jaffray
DCPH,20170928,jp morgan
NCNA,20170928,jefferies
NCNA,20170928,citigroup
NCNA,20170928,cowen
ROKU,20170928,morgan stanley
ROKU,20170928,citigroup
PQG,20170929,credit suisse
PQG,20170929,goldman sachs
PQG,20170929,morgan stanley
PQG,20170929,citigroup
BRACU,20171005,earlybird
RYTM,20171005,morgan stanley
RYTM,20171005,bofa merrill lynch
RYTM,20171005,cowen
SWCH,20171006,goldman sachs
SWCH,20171006,jp morgan
SWCH,20171006,bmo
SWCH,20171006,wells fargo
KIDS,20171012,piper jaffray
KIDS,20171012,stifel nicolaus
OPTN,20171013,jefferies
OPTN,20171013,piper jaffray
OPTN,20171013,rbc
OPTN,20171013,bmo
CARG,20171012,goldman sachs
CARG,20171012,rbc
CARG,20171012,allen
HAIR,20171012,national
RMBL,20171019,maxim
RMBL,20171019,roth
QD,20171018,credit suisse
QD,20171018,morgan stanley
QD,20171018,citigroup
QD,20171018,ubs
QD,20171018,china international
QD,20171018,china international capital corporation hong kong
LYL,20171020,network 1
LYL,20171020,boustead
MDB,20171019,goldman sachs
MDB,20171019,morgan stanley
MDB,20171019,barclays
MDB,20171019,allen
REDU,20171020,credit suisse
REDU,20171020,morgan stanley
ABLX,20171025,jefferies
ABLX,20171025,bofa merrill lynch
ABLX,20171025,jp morgan
FAT,20171023,tripoint global equities
CMSSU,20171026,earlybird
EYE,20171026,goldman sachs
EYE,20171026,bofa merrill lynch
EYE,20171026,citigroup
EYE,20171026,kkr
FSCT,20171027,morgan stanley
FSCT,20171027,citigroup
FSCT,20171027,jp morgan
HYACU,20171025,cantor fitzgerald
MBIN,20171027,sandler o'neill
MBIN,20171027,raymond james
MBIN,20171027,stephens
BPMP,20171026,goldman sachs
BPMP,20171026,morgan stanley
BPMP,20171026,citigroup
NEXA,20171027,credit suisse
NEXA,20171027,morgan stanley
NEXA,20171027,jp morgan
NEXA,20171027,bmo
ACMR,20171103,roth
ALNA,20171102,credit suisse
ALNA,20171102,jefferies
ALNA,20171102,cowen
FNKO,20171102,goldman sachs
FNKO,20171102,bofa merrill lynch
FNKO,20171102,jp morgan
HX,20171103,network 1
STNLU,20171103,credit suisse
STNLU,20171103,goldman sachs
STNLU,20171103,citigroup
AQ,20120427,oppenheimer
AQ,20120427,citigroup
AQUA,20171102,credit suisse
AQUA,20171102,rbc
AQUA,20171102,jp morgan
LOMA,20171101,morgan stanley
LOMA,20171101,bofa merrill lynch
LOMA,20171101,citigroup
LOMA,20171101,itau
LOMA,20171101,hsbc
LOMA,20171101,banco bradesco bbi
APLS,20171109,citigroup
APLS,20171109,jp morgan
APLS,20171109,evercore
CBTX,20171108,keefe bruyette and woods
CBTX,20171108,stephens
IFRX,20171108,jp morgan
IFRX,20171108,bmo
IFRX,20171108,leerink
FEDU,20171108,morgan stanley
FEDU,20171108,citigroup
FEDU,20171108,china renaissance securities (hong kong)
MCB,20171108,jp morgan
MCB,20171108,keefe bruyette and woods
SOGO,20171109,credit suisse
SOGO,20171109,jp morgan
SOGO,20171109,goldman sachs (asia)
SOGO,20171109,china international capital corporation hong kong
BAND,20171110,morgan stanley
BAND,20171110,keybanc
BAND,20171110,robert w baird
ERYP,20171110,jefferies
ERYP,20171110,cowen
ERYP,20171110,oddo bhf sca
PPDF,20171110,credit suisse
PPDF,20171110,citigroup
ARCT,20120301,ladenburg thalmann
BXG,20171117,credit suisse
BXG,20171117,stifel nicolaus
AMRH,20170918,northland
AMRH,20170918,ladenburg thalmann
ASNS,20171116,piper jaffray
ASNS,20171116,citigroup
ASNS,20171116,cowen
JT,20171116,morgan stanley
JT,20171116,jp morgan
